id,curso,bloque,criterio,estandar,prioridad
5411,5,Bloque 4: Redes de ordenadores,"1. Analizar las principales topologías utilizadas en el diseño de redes de ordenadores, relacionándolas con el área de aplicación y con las tecnologías empleadas.",1.1. Dibuja esquemas de configuración de pequeñas redes locales seleccionando las tecnologías en función del espacio físico disponible.,
5412,5,Bloque 4: Redes de ordenadores,"1. Analizar las principales topologías utilizadas en el diseño de redes de ordenadores, relacionándolas con el área de aplicación y con las tecnologías empleadas.",1.2. Describe los diferentes tipos de cableados utilizados en redes de datos.,
5413,5,Bloque 4: Redes de ordenadores,"1. Analizar las principales topologías utilizadas en el diseño de redes de ordenadores, relacionándolas con el área de aplicación y con las tecnologías empleadas.",1.3. Realiza un análisis comparativo entre tecnología cableada e inalámbrica indicando posibles ventajas e inconvenientes.,
5421,5,Bloque 4: Redes de ordenadores,2. Analizar la función de los equipos de conexión que permiten realizar configuraciones de redes y su interconexión con redes de área extensa.,2.1. Explica la funcionalidad de los diferentes elementos que permiten configurar redes de datos indicando sus ventajas en inconvenientes principales.,
5422,5,Bloque 4: Redes de ordenadores,2. Analizar la función de los equipos de conexión que permiten realizar configuraciones de redes y su interconexión con redes de área extensa.,2.2. Configura los parámetros básicos de una red en función de sus características.,
5431,5,Bloque 4: Redes de ordenadores,"3. Describir los niveles del modelo OSI, relacionándolos con sus funciones en una red informática.",3.1. Elabora un esquema de cómo se realiza la comunicación entre los niveles OSI de dos equipos remotos.,
5511,5,Bloque 5: Programación,1. Aplicar algoritmos a la resolución de los problemas más frecuentes que se presentan al trabajar con estructuras de datos.,1.1. Elabora diagramas de flujo de algoritmos para resolver problemas sencillos.,
5512,5,Bloque 5: Programación,1. Aplicar algoritmos a la resolución de los problemas más frecuentes que se presentan al trabajar con estructuras de datos.,1.2. Desarrolla algoritmos que permitan resolver problemas aritméticos sencillos.,
5521,5,Bloque 5: Programación,2. Analizar y resolver problemas de tratamiento de información dividiéndolos en subproblemas y definiendo algoritmos que los resuelven mediante los elementos propios del lenguaje de programación utilizado.,2.1. Escribe programas que incluyan bucles de programación para solucionar problemas que impliquen la división del conjunto en partes más pequeñas.,
5522,5,Bloque 5: Programación,2. Analizar y resolver problemas de tratamiento de información dividiéndolos en subproblemas y definiendo algoritmos que los resuelven mediante los elementos propios del lenguaje de programación utilizado.,"2.2. Obtiene el resultado de seguir un pequeño programa escrito en un código determinado, partiendo de determinadas condiciones.",
5531,5,Bloque 5: Programación,"3. Realizar pequeños programas de aplicación, utilizando la sintaxis y la semántica de un lenguaje de programación determinado, aplicándolos a la solución de problemas reales.",3.1. Utiliza los elementos de la sintaxis de un lenguaje de programación proponiendo ejemplos concretos.,
5532,5,Bloque 5: Programación,"3. Realizar pequeños programas de aplicación, utilizando la sintaxis y la semántica de un lenguaje de programación determinado, aplicándolos a la solución de problemas reales.",3.2. Realiza programas de aplicación sencillos en un lenguaje determinado que solucionen problemas de la vida real.,
5541,5,Bloque 5: Programación,4. Realizar aplicaciones sencillas para su uso en dispositivos móviles mediante herramientas de desarrollo para resolver problemas concretos.,4.1. Diseña y crea aplicaciones sencillas para dispositivos móviles.,
5542,5,Bloque 5: Programación,4. Realizar aplicaciones sencillas para su uso en dispositivos móviles mediante herramientas de desarrollo para resolver problemas concretos.,4.2. Instala y gestiona de forma responsable el uso de aplicaciones en dispositivos móviles.,
6111,6,Bloque 1: Programación,1. Describir las estructuras de almacenamiento analizando las características de cada una de ellas.,1.1. Explica las estructuras de almacenamiento para diferentes aplicaciones teniendo en cuenta sus características.,
6121,6,Bloque 1: Programación,2. Conocer y comprender la sintaxis y la semántica de las construcciones de un lenguaje de programación.,2.1. Elabora diagramas de flujo de mediana complejidad usando elementos gráficos e interrelacionándolos entre sí para dar respuesta a problemas concretos. ,
6122,6,Bloque 1: Programación,2. Conocer y comprender la sintaxis y la semántica de las construcciones de un lenguaje de programación.,2.2. Utiliza los elementos de la sintaxis de un lenguaje de programación proponiendo ejemplos concretos de problemas de mediana complejidad.,
6131,6,Bloque 1: Programación,3. Realizar programas de aplicación en un lenguaje de programación determinado aplicándolos a la solución de problemas reales.,3.1. Elabora programas de mediana complejidad escribiendo el código correspondiente a partir de su flujograma. ,
6132,6,Bloque 1: Programación,3. Realizar programas de aplicación en un lenguaje de programación determinado aplicándolos a la solución de problemas reales.,3.2. Descompone problemas de cierta complejidad en problemas más pequeños susceptibles de ser programados como partes separadas.,
6141,6,Bloque 1: Programación,4. Utilizar entornos de programación para diseñar programas que resuelvan problemas concretos.,4.1. Desarrolla programas de mediana complejidad utilizando entornos de programación.,
6142,6,Bloque 1: Programación,4. Utilizar entornos de programación para diseñar programas que resuelvan problemas concretos.,4.2. Diseña aplicaciones para su uso en dispositivos móviles.,
6151,6,Bloque 1: Programación,"5. Depurar programas informáticos, optimizándolos para su aplicación.","5.1. Obtiene el resultado de seguir un programa escrito en un código determinado, partiendo de determinadas condiciones.",
6152,6,Bloque 1: Programación,"5. Depurar programas informáticos, optimizándolos para su aplicación.",5.2. Optimiza el código de un programa dado aplicando procedimientos de depuración.,
6211,6,Bloque 2: Publicación y Difusión de Contenidos,"1. Utilizar y describir las características de las herramientas relacionadas con la web 2.0 o web social y sucesivos desarrollos, analizando las posibilidades que nos ofrecen en el trabajo colaborativo.",1.1. Explica las características relevantes de la web 2.0 y los principios en los que ésta se basa.,
6212,6,Bloque 2: Publicación y Difusión de Contenidos,"1. Utilizar y describir las características de las herramientas relacionadas con la web 2.0 o web social y sucesivos desarrollos, analizando las posibilidades que nos ofrecen en el trabajo colaborativo.",1.2. Elabora trabajos utilizando las posibilidades de colaboración que permiten las tecnologías basadas en la web 2.0.,
6213,6,Bloque 2: Publicación y Difusión de Contenidos,"1. Utilizar y describir las características de las herramientas relacionadas con la web 2.0 o web social y sucesivos desarrollos, analizando las posibilidades que nos ofrecen en el trabajo colaborativo.",1.3. Describe las posibilidades de utilización de dispositivos móviles para la realización de trabajos colaborativos en la web.,
6214,6,Bloque 2: Publicación y Difusión de Contenidos,"1. Utilizar y describir las características de las herramientas relacionadas con la web 2.0 o web social y sucesivos desarrollos, analizando las posibilidades que nos ofrecen en el trabajo colaborativo.","1.4. Investiga la situación actual y la influencia en la vida cotidiana y en el ámbito profesional de las nuevas tecnologías, describiendo ejemplos.",
6221,6,Bloque 2: Publicación y Difusión de Contenidos,"2. Elaborar y publicar contenidos en la web integrando información textual, gráfica y multimedia teniendo en cuenta a quién va dirigido y el objetivo que se pretende conseguir.",2.1. Diseña páginas web con herramientas específicas analizando las características de accesibilidad y usabilidad de las mismas y teniendo en cuenta la función a la que está destinada.,
6222,6,Bloque 2: Publicación y Difusión de Contenidos,"2. Elaborar y publicar contenidos en la web integrando información textual, gráfica y multimedia teniendo en cuenta a quién va dirigido y el objetivo que se pretende conseguir.",2.2. Crea un espacio web mediante el uso de las herramientas que nos proporciona la web 2.0 para la publicación de contenidos de elaboración propia.  ,
6311,6,Bloque 3: Seguridad,"1. Analizar la importancia que el aseguramiento de la información posee en la sociedad del conocimiento valorando las repercusiones de tipo económico, social o personal.","1.1. Conoce los riesgos de seguridad, en especial los peligros en internet, y sus consecuencias en el usuario, en el equipo y en los datos.",
6312,6,Bloque 3: Seguridad,"1. Analizar la importancia que el aseguramiento de la información posee en la sociedad del conocimiento valorando las repercusiones de tipo económico, social o personal.",1.2. Clasifica el código malicioso por su capacidad de propagación y describe las características de cada uno de ellos indicando sobre qué elementos actúan.,
6321,6,Bloque 3: Seguridad,2. Adoptar las conductas de seguridad activa y pasiva que posibiliten la protección de los datos y del propio individuo en sus interacciones en internet y en la gestión de recursos y aplicaciones locales.,2.1. Elabora un esquema de bloques con los elementos de protección para una pequeña red considerando tanto los elementos hardware de protección como las herramientas software que permiten proteger la información de forma activa y pasiva. ,
6322,6,Bloque 3: Seguridad,2. Adoptar las conductas de seguridad activa y pasiva que posibiliten la protección de los datos y del propio individuo en sus interacciones en internet y en la gestión de recursos y aplicaciones locales.,2.2. Selecciona elementos de protección soft. para internet relacionándolos con los posibles ataques.,
6323,6,Bloque 3: Seguridad,2. Adoptar las conductas de seguridad activa y pasiva que posibiliten la protección de los datos y del propio individuo en sus interacciones en internet y en la gestión de recursos y aplicaciones locales.,"2.3. Emplea medidas adecuadas de protección, en especial en internet, valorando la importancia de la actualización del soft. y el empleo de antivirus y de cortafuegos para garantizar la seguridad.",
6324,6,Bloque 3: Seguridad,2. Adoptar las conductas de seguridad activa y pasiva que posibiliten la protección de los datos y del propio individuo en sus interacciones en internet y en la gestión de recursos y aplicaciones locales.,2.4. Conecta con redes WiFi desde distintos dispositivos de forma segura y desarrolla hábitos de conducta adecuados.,
