"id","curso","bloque","criterio","estandar","prioridad"
"2741","2","Bloque 7: Pervivencia en la actualidad","4. Realizar trabajos de investigación sobre la pervivencia de la civilización clásica en el entorno, utilizando las tecnologías de la información y la comunicación.","4.1. Utiliza las Tecnologías de la Información y la Comunicación para recoger información y realizar trabajos de investigación acerca de la pervivencia de la civilización clásica en nuestra cultura.",
"3111","3","Bloque 1: Geografía","1. Describir a grandes rasgos el marco geográfico en el que se desarrollan las culturas de Grecia y Roma.","1.1. Describe las zonas por las que se extendieron las civilizaciones de Grecia y Roma y las relaciona con los aspectos históricos más importantes.",
"3121","3","Bloque 1: Geografía","2. Localizar en un mapa lugares geográficos relevantes para el conocimiento de las civilizaciones griega y romana.","2.1. Señala sobre un mapa el marco geográfico en el que se sitúan las civilizaciones griega y romana, delimita el ámbito de influencia de cada una de ellas y ubica con relativa precisión los puntos geográficos, ciudades o restos arqueológicos más conocido",
"3211","3","Bloque 2: Historia","1. Identificar y describir los acontecimientos más importantes en las distintas etapas de la historia de Grecia y Roma.","1.1. Distingue, a grandes rasgos, las diferentes etapas de la historia de Grecia y Roma.",
"3212","3","Bloque 2: Historia","1. Identificar y describir los acontecimientos más importantes en las distintas etapas de la historia de Grecia y Roma.","1.2. Describe los acontecimientos más relevantes de las diferentes etapas e identifica las circunstancias que los originan, los principales actores y sus consecuencias.",
"3213","3","Bloque 2: Historia","1. Identificar y describir los acontecimientos más importantes en las distintas etapas de la historia de Grecia y Roma.","1.3. Sitúa dentro de un eje cronológico el marco histórico en el que se desarrollan las civilizaciones griega y romana y establece relaciones entre acontecimientos importantes de la historia de Grecia y Roma y otros asociados a otras culturas.",
"3311","3","Bloque 3: Mitología","1. Conocer los principales dioses y héroes de la mitología grecolatina.","1.1. Puede nombrar con su denominación griega y latina los principales dioses y héroes de la mitología grecolatina y señala los rasgos que los caracterizan, sus atributos y su ámbito de influencia.",
"3321","3","Bloque 3: Mitología","2. Conocer los principales mitos grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.1. Conoce los mitos grecolatinos y señala semejanzas y diferencias entre los mitos de la Antigüedad clásica y los pertenecientes a otras culturas, comparando su tratamiento en la literatura o en la tradición religiosa.",
"3322","3","Bloque 3: Mitología","2. Conocer los principales mitos grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.2. Compara los héroes de la mitología clásica con los actuales, señala las semejanzas y las principales diferencias entre ellos y las asocia con otros rasgos culturales propios de cada época.",
"3323","3","Bloque 3: Mitología","2. Conocer los principales mitos grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.3. Reconoce referencias mitológicas en las artes plásticas, siempre que sean claras y sencillas y describe, a través del uso que se hace de las mismas, los aspectos básicos asociados a la tradición grecolatina.",
"3411","3","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.1. Reconoce en imágenes las características esenciales de la arquitectura griega y romana identificando razonadamente, mediante elementos visibles, el orden arquitectónico al que pertenecen los monumentos más significativos.",
"3412","3","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.2. Reconoce en imágenes las esculturas griegas y romanas más célebres, las encuadra en su período histórico e identifica en ellas motivos mitológicos, históricos o culturales.",
"3413","3","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.3. Describe las características y explica la función de las principales obras arquitectónicas griegas e ilustra con ejemplos su influencia en modelos posteriores.",
"3421","3","Bloque 4: Arte","2. Conocer algunos de los monumentos clásicos más importantes del patrimonio español.","2.1. Localiza en un mapa y describe los monumentos y edificios clásicos más significativos que forman parte del patrimonio español.",
"3511","3","Bloque 5: Sociedad y vida cotidiana","1. Conocer las principales formas de organización política presentes en el mundo clásico estableciendo semejanzas y diferencias entre ellas.","1.1. Identifica los principales sistemas políticos de la Antigüedad clásica y describe las instituciones existentes, el papel que estas desempeñan y los mecanismos de participación política.",
"3521","3","Bloque 5: Sociedad y vida cotidiana","2. Conocer las características y la evolución de las clases sociales en Grecia y Roma.","2.1. Describe la organización de la sociedad griega y romana, explica las características de las distintas clases sociales y los papeles asignados a cada una de ellas, relaciona estos aspectos con los valores cívicos existentes en la época y los compara c",
"3531","3","Bloque 5: Sociedad y vida cotidiana","3. Conocer la composición de la familia y los papeles asignados a sus miembros. ","3.1. Identifica y explica los diferentes papeles que desempeñan dentro de la familia cada uno de sus miembros comparándolos con los actuales.",
"3541","3","Bloque 5: Sociedad y vida cotidiana","4. Conocer los aspectos más relevantes de la vida cotidiana en Grecia y Roma.","4.1. Explica las características fundamentales de distintos aspectos de la vida cotidiana (calendario, alimentación, indumentaria, educación?) y valora su influencia en nuestro modo de vida actual.",
"3551","3","Bloque 5: Sociedad y vida cotidiana","5. Identificar las principales formas de trabajo y de ocio existentes en la Antigüedad.","5.1. Identifica y describe formas de trabajo; define y explica las principales formas de ocio de las sociedades griega y romana y analiza  su finalidad, los grupos a los que van dirigidas y su función en el desarrollo de la identidad social.",
"3552","3","Bloque 5: Sociedad y vida cotidiana","5. Identificar las principales formas de trabajo y de ocio existentes en la Antigüedad.","5.2. Explica el origen y la naturaleza de los Juegos Olímpicos, los compara y destaca su importancia con respecto a otras festividades de este tipo existentes en la época.",
"3611","3","Bloque 6: Lengua/Léxico","1. Conocer la existencia de diversos tipos de escritura y distinguirlos entre sí.","1.1. Reconoce diferentes tipos de escritura, los clasifica conforme a su naturaleza y explica alguno de los rasgos que los distinguen.",
"3621","3","Bloque 6: Lengua/Léxico","2. Conocer las características básicas de los alfabetos y su importancia.","2.1. Nombra y describe los rasgos principales de los alfabetos y valora su importancia. ",
"3631","3","Bloque 6: Lengua/Léxico","3. Conocer el origen común de diferentes lenguas. ","3.1. Enumera y localiza en un mapa las principales ramas de la familia de las lenguas indoeuropeas. ",
"3641","3","Bloque 6: Lengua/Léxico","4. Comprender el origen común de las lenguas romances.","4.1. Describe la evolución de las lenguas romances a partir del latín como un proceso histórico y explica e ilustra con ejemplos los elementos que evidencian de manera más visible su origen común y el parentesco existente entre ellas. ",
"3651","3","Bloque 6: Lengua/Léxico","5. Identificar las lenguas romances y no romances de la Península Ibérica y localizarlas en un mapa.","5.1. Identifica las lenguas que se hablan en España, diferencia por su origen entre romances y no romances y delimita en un mapa las zonas en las que se utilizan. ",
"3661","3","Bloque 6: Lengua/Léxico","6. Identificar léxico común, técnico y científico de origen grecolatino en la propia lengua y señalar su relación con las palabras latinas o griegas originarias.","6.1. Reconoce y explica, a partir del término de origen, el significado de algunos de los helenismos y latinismos más frecuentes utilizados en el léxico de las lenguas habladas en España.",
"3662","3","Bloque 6: Lengua/Léxico","6. Identificar léxico común, técnico y científico de origen grecolatino en la propia lengua y señalar su relación con las palabras latinas o griegas originarias.","6.2. Puede definir algunos términos científico-técnicos de origen grecolatino a partir del significado de las palabras latinas o griegas de las que proceden.",
"3711","3","Bloque 7: Pervivencia en la actualidad","1. Reconocer la presencia de la civilización clásica en las artes y en la organización social y política.","1.1. Señala y describe algunos aspectos básicos de la cultura y la civilización grecolatina que han pervivido hasta la actualidad y demuestra su vigencia en ambas épocas mediante ejemplos.",
"3721","3","Bloque 7: Pervivencia en la actualidad","2. Conocer la pervivencia de la mitología y los temas legendarios en las manifestaciones artísticas actuales.","2.1. Demuestra la pervivencia de la mitología y los temas legendarios mediante ejemplos de manifestaciones artísticas en las que están presentes estos motivos.",
"3731","3","Bloque 7: Pervivencia en la actualidad","3. Reconocer las huellas de la cultura grecorromana en la forma de vida y tradiciones actuales.","3.1. Enumera y explica algunos ejemplos concretos en los que se pone de manifiesto la influencia que el mundo clásico ha tenido en las formas de vida y en las tradiciones de nuestro país.",
"3741","3","Bloque 7: Pervivencia en la actualidad","4. Realizar trabajos de investigación sobre la pervivencia de la civilización clásica en el entorno, utilizando las tecnologías de la información y la comunicación.","4.1. Utiliza las Tecnologías de la Información y la Comunicación para recoger información y realizar trabajos de investigación acerca de la pervivencia de la civilización clásica en nuestra cultura.",
"4111","4","Bloque 1: Geografía","1. Localizar en un mapa enclaves geográficos relevantes para el conocimiento de las civilizaciones griega y romana.","1.1. Ubica con precisión puntos geográficos, ciudades o restos arqueológicos conocidos por su relevancia histórica.",
"4121","4","Bloque 1: Geografía","2. Describir los diferentes marcos geográficos en los que se desarrollan las civilizaciones griega y romana a lo largo de su historia.","2.1. Señala sobre un mapa el marco geográfico en el que se sitúan, en distintos períodos, las civilizaciones griega y romana delimita su ámbito de influencia y establece conexiones con otras culturas próximas.",
"4122","4","Bloque 1: Geografía","2. Describir los diferentes marcos geográficos en los que se desarrollan las civilizaciones griega y romana a lo largo de su historia.","2.2. Enumera aspectos del marco geográfico que pueden ser considerados determinantes en el desarrollo de las civilizaciones griega y latina, aportando ejemplos para ilustrar y justificar sus planteamientos.",
"4211","4","Bloque 2: Historia","1. Conocer las principales características de los diferentes periodos de la historia de Grecia y Roma, elaborar y saber situar en un eje cronológico hechos históricos.","1.1. Distingue con precisión las diferentes etapas de la historia de Grecia y Roma; nombra y sitúa en el tiempo los hechos más relevantes asociados a cada una de ellas.",
"4212","4","Bloque 2: Historia","1. Conocer las principales características de los diferentes periodos de la historia de Grecia y Roma, elaborar y saber situar en un eje cronológico hechos históricos.","1.2. Explica el proceso de transición que se produce entre diferentes etapas de la historia de Grecia y Roma y describe las circunstancias que intervienen en el paso de unas a otras.",
"4213","4","Bloque 2: Historia","1. Conocer las principales características de los diferentes periodos de la historia de Grecia y Roma, elaborar y saber situar en un eje cronológico hechos históricos.","1.3. Sitúa dentro de un eje cronológico el marco histórico en el que se desarrollan las civilizaciones griega y romana, señala distintos períodos e identifica, en cada uno de ellos, las conexiones más importantes que presentan con otras civilizaciones.",
"4214","4","Bloque 2: Historia","1. Conocer las principales características de los diferentes periodos de la historia de Grecia y Roma, elaborar y saber situar en un eje cronológico hechos históricos.","1.4. Elabora ejes cronológicos en los que se representan hechos  relevantes en la historia de Grecia y Roma, consultando o no diferentes fuentes de información.",
"4221","4","Bloque 2: Historia","2. Conocer las características y la evolución de las clases sociales en Grecia y Roma.","2.1. Describe las principales características y la evolución de los distintos grupos que componen las sociedades griega y romana. ",
"4231","4","Bloque 2: Historia","3. Conocer las etapas, causas y consecuencias de la romanización de Hispania.","3.1. Explica la romanización de Hispania, describe sus causas y delimita sus distintas fases.",
"4232","4","Bloque 2: Historia","3. Conocer las etapas, causas y consecuencias de la romanización de Hispania.","3.2 Enumera, explica e ilustra con ejemplos los aspectos fundamentales que caracterizan el proceso de la romanización de Hispania y valora su influencia en la historia posterior de nuestro país.",
"4311","4","Bloque 3: Religión","1. Conocer los principales dioses y héroes de la mitología grecolatina.","1.1. Puede nombrar con su denominación griega y latina los principales dioses y héroes de la mitología grecolatina, señala los rasgos que los caracterizan, sus atributos y su ámbito de influencia, explica su genealogía y establece las relaciones entre los",
"4321","4","Bloque 3: Religión","2. Conocer los mitos y héroes grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.1. Conoce  y describe la mitología asociada a los dioses y héroes grecolatinos. ",
"4322","4","Bloque 3: Religión","2. Conocer los mitos y héroes grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.2. Señala semejanzas y diferencias entre los mitos de la Antigüedad clásica y los pertenecientes a otras culturas, comparando su tratamiento en la literatura o en la tradición religiosa.",
"4323","4","Bloque 3: Religión","2. Conocer los mitos y héroes grecolatinos y establecer semejanzas y diferencias entre los mitos y héroes antiguos y los actuales.","2.3. Reconoce e ilustra con ejemplos la pervivencia de lo mítico y de la figura del héroe en nuestra cultura, analiza la influencia de la tradición clásica en este fenómeno y señala las principales semejanzas y diferencias que se observan entre ambos trat",
"4331","4","Bloque 3: Religión","3. Conocer y comparar las características de la religión grecolatina con las actuales.","3.1. Enumera y explica las principales características de la religión griega, las pone en relación con otros aspectos básicos de la cultura helénica y estable comparaciones con manifestaciones religiosas propias de otras culturas.",
"4332","4","Bloque 3: Religión",,"3.2. Distingue la religión oficial de Roma de los cultos privados, explicando los rasgos que les son propios.",
"4341","4","Bloque 3: Religión","4. Relacionar y establecer semejanzas y diferencias entre las manifestaciones deportivas de la Grecia Clásica y las actuales.","4.1. Describe las manifestaciones deportivas asociadas a cultos rituales en la religión griega, explica su pervivencia en el mundo moderno y estable semejanzas y diferencias entre los valores culturales a los que se asocian en cada caso.",
"4411","4","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.1. Reconoce las características esenciales de la arquitectura griega y romana e identifica el orden arquitectónico al que pertenecen distintos monumentos en imágenes no preparadas previamente utilizando elementos visibles para razonar su respuesta.",
"4412","4","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.2. Reconoce esculturas griegas y romanas en imágenes no preparadas previamente, las encuadra en un período histórico e identifica en ellas motivos mitológicos, históricos o culturales.",
"4413","4","Bloque 4: Arte","1. Conocer las características fundamentales del arte clásico y relacionar manifestaciones artísticas actuales con sus modelos clásicos.","1.3. Realiza ejes cronológicos sitúa en ellos aspectos relacionados con el arte grecolatino y los asocia a otras manifestaciones culturales o a  hechos históricos.",
"4421","4","Bloque 4: Arte","2. Conocer y saber localizar los principales monumentos clásicos del patrimonio español y europeo.","2.1. Describe las características, los principales elementos y la función de las grandes obras públicas romanas; explica e ilustra con ejemplos su importancia para el desarrollo del Imperio y su influencia en modelos urbanísticos posteriores.",
"4422","4","Bloque 4: Arte","2. Conocer y saber localizar los principales monumentos clásicos del patrimonio español y europeo.","2.2. Localiza en un mapa los principales monumentos clásicos conservados en España y Europa y los reconoce y valora como parte de su patrimonio artístico y cultural.",
"4511","4","Bloque 5: Literatura","1. Conocer las principales características de los géneros literarios grecolatinos y su influencia en la literatura posterior.","1.1. Comenta textos sencillos de autores clásicos, identifica el género y la época a la que pertenecen y los asocia a otras manifestaciones culturales.",
"4512","4","Bloque 5: Literatura","1. Conocer las principales características de los géneros literarios grecolatinos y su influencia en la literatura posterior.","1.2. Realiza ejes cronológicos y sitúa en ellos aspectos relacionados con la literatura grecolatina relacionándolos con otras manifestaciones culturales o momentos históricos.",
"4521","4","Bloque 5: Literatura","2. Conocer los principales motivos, temas y personajes de las literaturas griega y latina como base literaria de la cultura europea y occidental.","2.1. Reconoce y valora a través de motivos, temas o personajes la influencia de la tradición grecolatina en textos de autores posteriores, se sirve de ellos para comprender y explicar su pervivencia y describe los aspectos esenciales y los distintos trata",
"4611","4","Bloque 6: Lengua/Léxico","1. Conocer la existencia de diversos tipos de escritura y distinguirlos. ","1.1. Reconoce diferentes tipos de escritura, los clasifica conforme a su naturaleza y describe sus características.",
"4621","4","Bloque 6: Lengua/Léxico","2. Conocer el origen del alfabeto y distinguir distintos tipos de alfabetos usados en la actualidad.","2.1. Nombra y describe los rasgos principales de los alfabetos más utilizados en el mundo occidental, explica su origen y los diferencia de otros tipos de escritura.",
"4631","4","Bloque 6: Lengua/Léxico","3. Reconocer la presencia de elementos de los alfabetos griego y latino en los alfabetos actuales.","3.1. Explica la influencia de los alfabetos griego y latino en la formación de los alfabetos actuales y señala sus semejanzas y diferencias. ",
"4641","4","Bloque 6: Lengua/Léxico","4. Conocer el origen común de diferentes lenguas.","4.1. Enumera y localiza en un mapa las principales ramas de la familia de las lenguas indoeuropeas, indica las lenguas modernas que se derivan de cada una de ellas y señala aspectos lingüísticos que evidencian su parentesco.",
"4651","4","Bloque 6: Lengua/Léxico","5. Identificar las lenguas europeas romances y no romances y localizarlas en un mapa.","5.1. Identifica las lenguas que se hablan en Europa y en España, diferencia por su origen entre romances y no romances y delimita en un mapa las zonas en las que se utilizan.",
"4661","4","Bloque 6: Lengua/Léxico","6. Identificar el origen grecolatino del léxico de las lenguas de España y de otras lenguas modernas.","6.1. Reconoce y explica,  a partir del término de origen, el significado de algunos de los helenismos y latinismos más frecuentes utilizados en el léxico de las lenguas habladas en España y de otras lenguas modernas.",
"4662","4","Bloque 6: Lengua/Léxico","6. Identificar el origen grecolatino del léxico de las lenguas de España y de otras lenguas modernas.","6.2. Explica el significado de palabras a partir de su descomposición y del análisis etimológico de sus partes.",
"4671","4","Bloque 6: Lengua/Léxico","7. Conocer y utilizar con propiedad terminología científico-técnica de origen grecolatino.","7.1. Identifica y diferencia con seguridad cultismos y términos patrimoniales y los  relaciona con el término de origen sin necesidad de consultar diccionarios u otras fuentes de información.",
"4672","4","Bloque 6: Lengua/Léxico","7. Conocer y utilizar con propiedad terminología científico-técnica de origen grecolatino.","7.2. Explica, a partir de su etimología, términos de origen grecolatino propios del lenguaje científico-técnico y sabe usarlos con propiedad.",
"4681","4","Bloque 6: Lengua/Léxico","8. Analizar los procesos de evolución a las lenguas romances.","8.1. Explica los procesos de evolución de algunos términos desde el étimo latino hasta sus respectivos derivados en diferentes lenguas romances, describe algunos de los fenómenos fonéticos producidos y los ilustra con otros ejemplos.",
"4682","4","Bloque 6: Lengua/Léxico","8. Analizar los procesos de evolución a las lenguas romances.","8.2. Realiza evoluciones del latín al castellano aplicando las reglas fonéticas de evolución.",
"4691","4","Bloque 6: Lengua/Léxico","9. Constatar el influjo de las lenguas clásicas en lenguas no derivadas de ellas.","9.1. Demuestra el influjo del latín y el griego en las lenguas modernas sirviéndose de ejemplos para ilustrar la pervivencia en estas de elementos léxicos y morfológicos.",
"4711","4","Bloque 7: Pervivencia en la actualidad","1. Reconocer  y verificar la presencia del mundo clásico en las artes y en las ciencias.","1.1. Señala, describe y valora aspectos básicos del mundo clásico que han pervivido en las artes y en las ciencias, demuestra su vigencia mediante ejemplos y comprende su evolución.",
"4721","4","Bloque 7: Pervivencia en la actualidad","2. Conocer y verificar la pervivencia de géneros, temas y tópicos literarios, mitológicos y legendarios en la literatura posterior.","2.1. Demuestra y reconoce el valor de la pervivencia de los géneros, los temas y tópicos literarios, mediante ejemplos en la literatura posterior en los que están presentes estos motivos, y analiza el distinto uso que se ha hecho de los mismos. ",
"4722","4","Bloque 7: Pervivencia en la actualidad","2. Conocer y verificar la pervivencia de géneros, temas y tópicos literarios, mitológicos y legendarios en la literatura posterior.","2.2. Reconoce referencias mitológicas directas o indirectas en manifestaciones literarias y artísticas y los aspectos asociados a la tradición grecolatina.",
"4731","4","Bloque 7: Pervivencia en la actualidad","3. Reconocer  y verificar la influencia de la historia y el legado de Grecia y Roma en la configuración política, social y cultural de Europa.","3.1. Establece paralelismos entre las principales instituciones políticas, sociales y culturales europeas y sus antecedentes clásicos.",
"4732","4","Bloque 7: Pervivencia en la actualidad","3. Reconocer  y verificar la influencia de la historia y el legado de Grecia y Roma en la configuración política, social y cultural de Europa.","3.2. Analiza y valora críticamente la influencia que han ejercido los distintos modelos políticos, sociales y culturales de la Antigüedad clásica en la sociedad actual.",
"4741","4","Bloque 7: Pervivencia en la actualidad","4. Realizar trabajos de investigación sobre la pervivencia de la civilización clásica en el entorno utilizando las tecnologías de la información y la comunicación.","4.1. Utiliza las Tecnologías de la Información y la Comunicación para recoger información y realizar trabajos de investigación sobre la pervivencia de la civilización clásica en nuestra cultura.",
